,participant_ID,treatment,block_progressive_ID,trial_ID_in_block,left-0-right,block_type,block_order,block_stimuli,trial_ID,start_position,value_left_1,value_left_2,value_left_3,value_left_4,value_left_5,value_left_6,value_right_1,value_right_2,value_right_3,value_right_4,value_right_5,value_right_6,total_left,total_right,waiting_elapsed,side_chosen,choice_correct,bonus_block_type,bonus_trial_number_chosen,bonus_trial_correct,bonus_total
57,5,1,2,8,1,2,3,1,58,1,37.0,35.0,69.0,89.0,61.0,79.0,90.0,88.0,81.0,37.0,53.0,35.0,391.0,363.0,300.0420000000276,0,1,,,,
58,5,1,2,9,1,2,3,1,59,3,69.0,60.0,59.0,90.0,82.0,21.0,66.0,71.0,67.0,23.0,35.0,66.0,378.0,331.0,283.372999999905,0,1,,,,
59,5,1,2,10,2,2,3,1,60,4,58.0,56.0,90.0,38.0,77.0,67.0,78.0,84.0,84.0,75.0,31.0,85.0,405.0,418.0,466.7320000000066,0,0,,,,
60,5,1,2,11,2,2,3,1,61,4,54.0,42.0,79.0,58.0,46.0,69.0,26.0,89.0,81.0,85.0,56.0,41.0,384.0,342.0,350.0490000000224,0,1,,,,
61,5,1,2,12,2,2,3,1,62,2,71.0,67.0,75.0,67.0,54.0,51.0,56.0,72.0,72.0,36.0,86.0,52.0,345.0,414.0,366.71800000000525,1,1,,,,
62,5,1,2,13,1,2,3,1,63,1,56.0,32.0,68.0,86.0,60.0,80.0,90.0,86.0,51.0,88.0,71.0,45.0,396.0,417.0,333.38000000001637,0,0,,,,
63,5,1,2,14,1,2,3,1,64,1,55.0,84.0,81.0,60.0,61.0,79.0,56.0,27.0,53.0,46.0,46.0,86.0,352.0,382.0,433.3939999999829,0,0,,,,
64,5,1,2,15,1,2,3,1,65,1,66.0,71.0,67.0,23.0,35.0,66.0,69.0,60.0,59.0,90.0,82.0,21.0,378.0,331.0,416.72500000002333,0,1,,,,
65,5,1,2,16,2,2,3,1,66,4,87.0,80.0,75.0,49.0,75.0,30.0,61.0,53.0,85.0,45.0,79.0,90.0,347.0,462.0,366.71799999992373,1,1,,,,
66,5,1,2,17,1,2,3,1,67,1,87.0,15.0,63.0,37.0,32.0,15.0,81.0,54.0,88.0,81.0,77.0,69.0,428.0,271.0,333.38000000001637,0,1,,,,
67,5,1,2,18,2,2,3,1,68,4,85.0,85.0,66.0,64.0,72.0,61.0,72.0,82.0,65.0,69.0,68.0,49.0,410.0,428.0,383.38699999987153,1,1,,,,
68,5,1,2,19,1,2,3,1,69,1,66.0,60.0,90.0,81.0,42.0,69.0,34.0,48.0,90.0,54.0,64.0,41.0,386.0,353.0,316.71100000002195,0,1,,,,
69,5,1,2,20,1,2,3,1,70,1,33.0,52.0,68.0,53.0,42.0,52.0,64.0,71.0,67.0,53.0,85.0,35.0,359.0,316.0,266.70399999999216,0,1,,,,
70,5,1,2,21,2,2,3,1,71,2,78.0,84.0,84.0,75.0,31.0,85.0,58.0,56.0,90.0,38.0,77.0,67.0,405.0,418.0,283.37300000002136,0,0,,,,
71,5,1,2,22,1,2,3,1,72,3,52.0,38.0,90.0,86.0,82.0,73.0,81.0,72.0,40.0,19.0,62.0,61.0,407.0,349.0,316.7110000000103,0,1,,,,
72,5,1,2,23,2,2,3,1,73,2,86.0,72.0,27.0,77.0,44.0,78.0,72.0,77.0,42.0,29.0,60.0,85.0,418.0,331.0,283.3729999999865,0,1,,,,
73,5,1,2,24,2,2,3,1,74,4,66.0,39.0,82.0,79.0,72.0,34.0,24.0,76.0,30.0,78.0,50.0,72.0,378.0,324.0,483.40100000002434,1,0,,,,
74,5,1,2,25,2,2,3,1,75,4,54.0,30.0,72.0,35.0,79.0,82.0,86.0,46.0,54.0,81.0,61.0,65.0,339.0,406.0,400.05599999997077,1,1,,,,
75,5,1,2,26,2,2,3,1,76,2,78.0,81.0,53.0,71.0,79.0,49.0,78.0,77.0,61.0,42.0,85.0,66.0,386.0,434.0,333.3800000000047,1,1,,,,
76,5,1,2,27,1,2,3,1,77,1,86.0,76.0,62.0,43.0,66.0,86.0,54.0,68.0,38.0,74.0,82.0,80.0,388.0,427.0,383.3870000000229,1,1,,,,
77,5,1,2,28,2,2,3,1,78,4,86.0,61.0,88.0,74.0,89.0,52.0,69.0,33.0,83.0,61.0,90.0,51.0,332.0,505.0,283.3730000000332,1,1,,,,
78,5,1,2,29,1,2,3,1,79,1,58.0,68.0,37.0,65.0,22.0,36.0,88.0,58.0,71.0,70.0,53.0,31.0,329.0,328.0,366.71800000000525,1,0,,,,
79,5,1,2,30,1,2,3,1,80,1,81.0,72.0,40.0,19.0,62.0,61.0,52.0,38.0,90.0,86.0,82.0,73.0,407.0,349.0,350.0489999998943,0,1,,,,
80,5,1,2,31,2,2,3,1,81,2,83.0,74.0,40.0,88.0,43.0,56.0,72.0,29.0,38.0,17.0,41.0,89.0,353.0,317.0,416.7249999999885,0,1,,,,
81,5,1,2,32,1,2,3,1,82,3,64.0,71.0,67.0,53.0,85.0,35.0,33.0,52.0,68.0,53.0,42.0,52.0,359.0,316.0,333.4480999998981,0,1,,,,
82,5,1,2,33,1,2,3,1,83,3,24.0,59.0,86.0,77.0,44.0,55.0,83.0,34.0,78.0,54.0,24.0,76.0,339.0,355.0,433.3939999999829,1,1,,,,
83,5,1,2,34,1,2,3,1,84,3,87.0,75.0,79.0,66.0,83.0,73.0,44.0,85.0,72.0,85.0,60.0,72.0,425.0,456.0,350.04900000001084,1,1,,,,
84,5,1,2,35,2,2,3,1,85,2,78.0,18.0,64.0,48.0,88.0,72.0,70.0,76.0,53.0,89.0,81.0,55.0,358.0,434.0,366.7179999999936,1,1,,,,
85,5,1,2,36,1,2,3,1,86,3,90.0,86.0,51.0,88.0,71.0,45.0,56.0,32.0,68.0,86.0,60.0,80.0,396.0,417.0,316.89500000000703,1,1,,,,
86,5,1,2,37,1,2,3,1,87,3,56.0,27.0,53.0,46.0,46.0,86.0,55.0,84.0,81.0,60.0,61.0,79.0,352.0,382.0,483.4009999999661,1,1,,,,
87,5,1,2,38,1,2,3,1,88,1,89.0,53.0,55.0,81.0,59.0,42.0,89.0,27.0,69.0,87.0,57.0,67.0,418.0,357.0,450.06299999997725,0,1,,,,
88,5,1,2,39,2,2,3,1,89,4,64.0,79.0,72.0,83.0,90.0,19.0,61.0,17.0,29.0,41.0,55.0,26.0,265.0,371.0,600.0840000000319,1,1,,,,
89,5,1,2,40,1,2,3,1,90,3,54.0,68.0,38.0,74.0,82.0,80.0,86.0,76.0,62.0,43.0,66.0,86.0,388.0,427.0,433.3940000000411,1,1,,,,
90,5,1,2,41,1,2,3,1,91,3,48.0,81.0,90.0,59.0,74.0,59.0,84.0,72.0,64.0,64.0,40.0,75.0,400.0,410.0,433.3939999999829,1,1,,,,
