,block_type,treatment,start_position,setup_a1,setup_a2,setup_a3,setup_a4,setup_a5,setup_a6,setup_b1,setup_b2,setup_b3,setup_b4,setup_b5,setup_b6,total_left,total_right,waiting_elapsed,side_chosen,choice_correct,choice_correct.1,bonus_block_type,bonus_trial_number_chosen,bonus_trial_correct,bonus_total,participant_ID,block_progressive_ID,trial_ID,trial_ID_block,block_order,block_stimuli,left-0-right
56,6,2,1,17.0,17.0,32.0,40.0,25.0,56.0,67.0,64.0,82.0,51.0,46.0,29.0,187.0,339.0,433.3939999999362,1,1,1,,,,,12,2,57,27,0,2,1
57,6,2,2,52.0,11.0,39.0,48.0,19.0,31.0,20.0,31.0,10.0,36.0,12.0,59.0,200.0,168.0,433.3940000000411,1,0,0,,,,,12,2,58,28,0,2,2
58,6,2,3,52.0,22.0,13.0,72.0,65.0,59.0,43.0,11.0,82.0,34.0,30.0,39.0,283.0,239.0,616.7530000000029,1,0,0,,,,,12,2,59,29,0,2,1
59,6,2,4,68.0,40.0,17.0,51.0,55.0,11.0,69.0,26.0,49.0,44.0,26.0,41.0,242.0,255.0,450.06299999984907,0,0,0,,,,,12,2,60,30,0,2,2
60,4,2,0,76.0,66.0,58.0,29.0,23.0,46.0,11.0,85.0,21.0,36.0,37.0,30.0,298.0,220.0,1600.2240000001846,1,0,0,,,,,12,3,61,1,1,2,0
61,4,2,0,28.0,29.0,11.0,15.0,37.0,40.0,40.0,41.0,34.0,47.0,27.0,73.0,160.0,262.0,600.0840000000552,1,1,1,,,,,12,3,62,2,1,2,0
62,4,2,0,48.0,10.0,40.0,12.0,48.0,51.0,71.0,27.0,45.0,62.0,24.0,29.0,209.0,258.0,550.0769999998156,1,1,1,,,,,12,3,63,3,1,2,0
63,4,2,0,27.0,28.0,63.0,29.0,11.0,11.0,83.0,45.0,25.0,28.0,51.0,78.0,169.0,310.0,450.0630000001052,1,1,1,,,,,12,3,64,4,1,2,0
64,4,2,0,55.0,57.0,43.0,60.0,10.0,40.0,26.0,21.0,31.0,38.0,32.0,69.0,265.0,217.0,1933.6039999998645,0,1,1,,,,,12,3,65,5,1,2,0
65,4,2,0,33.0,66.0,32.0,25.0,45.0,27.0,60.0,25.0,18.0,71.0,67.0,32.0,228.0,273.0,966.8019999999324,1,1,1,,,,,12,3,66,6,1,2,0
66,4,2,0,42.0,33.0,53.0,37.0,50.0,11.0,80.0,36.0,73.0,23.0,14.0,54.0,226.0,280.0,583.4149999999207,1,1,1,,,,,12,3,67,7,1,2,0
67,4,2,0,26.0,21.0,31.0,38.0,32.0,69.0,55.0,57.0,43.0,60.0,10.0,40.0,217.0,265.0,883.7210000000662,0,0,0,,,,,12,3,68,8,1,2,0
68,4,2,0,37.0,49.0,44.0,43.0,57.0,17.0,59.0,36.0,36.0,26.0,19.0,60.0,247.0,236.0,433.39399999990127,0,1,1,,,,,12,3,69,9,1,2,0
69,4,2,0,13.0,25.0,22.0,62.0,15.0,10.0,16.0,31.0,25.0,16.0,17.0,33.0,147.0,138.0,533.4079999998445,0,1,1,,,,,12,3,70,10,1,2,0
70,4,2,0,23.0,17.0,63.0,10.0,18.0,12.0,10.0,27.0,18.0,49.0,13.0,23.0,143.0,140.0,533.4080000000775,0,1,1,,,,,12,3,71,11,1,2,0
71,4,2,0,15.0,32.0,13.0,68.0,30.0,60.0,17.0,56.0,32.0,78.0,18.0,15.0,218.0,216.0,1266.8440000000412,1,0,0,,,,,12,3,72,12,1,2,0
72,4,2,0,35.0,14.0,11.0,23.0,64.0,44.0,30.0,38.0,14.0,17.0,21.0,43.0,191.0,163.0,433.3939999999944,0,1,1,,,,,12,3,73,13,1,2,0
73,4,2,0,47.0,44.0,57.0,37.0,42.0,23.0,38.0,77.0,13.0,56.0,63.0,12.0,250.0,259.0,533.4079999998678,1,1,1,,,,,12,3,74,14,1,2,0
74,4,2,0,17.0,56.0,32.0,78.0,18.0,15.0,15.0,32.0,13.0,68.0,30.0,60.0,216.0,218.0,633.4219999999507,1,1,1,,,,,12,3,75,15,1,2,0
75,4,2,0,11.0,85.0,21.0,36.0,37.0,30.0,76.0,66.0,58.0,29.0,23.0,46.0,220.0,298.0,516.7389999998268,0,0,0,,,,,12,3,76,16,1,2,0
76,4,2,0,11.0,16.0,71.0,11.0,28.0,42.0,32.0,38.0,56.0,81.0,49.0,20.0,179.0,276.0,483.401000000094,1,1,1,,,,,12,3,77,17,1,2,0
77,4,2,0,17.0,22.0,25.0,87.0,85.0,63.0,15.0,12.0,24.0,15.0,70.0,52.0,299.0,188.0,533.4080000000773,0,1,1,,,,,12,3,78,18,1,2,0
78,4,2,0,83.0,45.0,25.0,28.0,51.0,78.0,27.0,28.0,63.0,29.0,11.0,11.0,310.0,169.0,433.3940000001108,0,1,1,,,,,12,3,79,19,1,2,0
79,4,2,0,24.0,72.0,23.0,30.0,53.0,49.0,31.0,59.0,22.0,38.0,10.0,46.0,251.0,206.0,516.7390000000828,0,1,1,,,,,12,3,80,20,1,2,0
