,participant_ID,treatment,block_progressive_ID,trial_ID_in_block,left-0-right,block_type,block_order,block_stimuli,trial_ID,start_position,value_left_1,value_left_2,value_left_3,value_left_4,value_left_5,value_left_6,value_right_1,value_right_2,value_right_3,value_right_4,value_right_5,value_right_6,total_left,total_right,waiting_elapsed,side_chosen,choice_correct,bonus_block_type,bonus_trial_number_chosen,bonus_trial_correct,bonus_total
108,7,1,4,19,0,4,2,2,109,0,90.0,59.0,54.0,60.0,68.0,69.0,87.0,63.0,58.0,51.0,50.0,65.0,400.0,374.0,483.3259999997914,0,1,,,,
109,7,1,4,20,0,4,2,2,110,0,71.0,71.0,87.0,85.0,56.0,84.0,60.0,73.0,80.0,54.0,88.0,48.0,454.0,403.0,449.99279999993735,0,1,,,,
110,7,1,4,21,0,4,2,2,111,0,62.0,80.0,65.0,66.0,76.0,85.0,78.0,58.0,78.0,85.0,45.0,47.0,434.0,391.0,349.99370000022464,0,1,,,,
111,7,1,4,22,0,4,2,2,112,0,79.0,54.0,90.0,61.0,38.0,51.0,42.0,70.0,21.0,64.0,90.0,44.0,373.0,331.0,533.3257000000217,0,1,,,,
112,7,1,4,23,0,4,2,2,113,0,60.0,20.0,51.0,68.0,38.0,19.0,63.0,37.0,90.0,84.0,63.0,75.0,256.0,412.0,366.6610999998172,1,1,,,,
113,7,1,4,24,0,4,2,2,114,0,87.0,63.0,58.0,51.0,50.0,65.0,90.0,59.0,54.0,60.0,68.0,69.0,374.0,400.0,783.3219999999737,1,1,,,,
114,7,1,4,25,0,4,2,2,115,0,71.0,85.0,89.0,24.0,74.0,72.0,56.0,90.0,26.0,80.0,84.0,75.0,415.0,411.0,2783.2923000006012,0,1,,,,
115,7,1,4,26,0,4,2,2,116,0,48.0,81.0,34.0,31.0,68.0,38.0,83.0,75.0,77.0,63.0,73.0,82.0,300.0,453.0,1733.3068000003234,0,0,,,,
116,7,1,4,27,0,4,2,2,117,0,62.0,72.0,62.0,71.0,65.0,37.0,78.0,75.0,36.0,82.0,73.0,75.0,369.0,419.0,400.02529999981635,1,1,,,,
117,7,1,4,28,0,4,2,2,118,0,15.0,44.0,59.0,65.0,79.0,90.0,90.0,90.0,47.0,39.0,77.0,47.0,352.0,390.0,882.7942999997175,0,0,,,,
