block_type,treatment,start_position,setup_a1,setup_a2,setup_a3,setup_a4,setup_a5,setup_a6,setup_b1,setup_b2,setup_b3,setup_b4,setup_b5,setup_b6,total_left,total_right,waiting_elapsed,side_chosen,choice_correct,choice_correct,bonus_block_type,bonus_trial_number_chosen,bonus_trial_correct,bonus_total
alt-numbers,up,a_on_left,76,53,72,87,63,84,69,61,27,70,83,20,390,375,762.8199999928472,left,true,true,,,,
alt-numbers,up,a_on_right,72,53,75,81,52,41,73,39,61,84,75,74,372,408,500.3949999998557,left,false,false,,,,
alt-numbers,up,a_on_left,30,86,65,21,75,81,43,86,77,54,74,80,364,408,2734.640700000104,right,true,true,,,,
alt-numbers,up,b_on_right,42,75,41,67,83,23,80,60,75,75,57,83,383,378,500.21999999997195,left,true,true,,,,
alt-numbers,up,b_on_right,50,85,31,86,42,64,88,52,69,69,25,56,412,305,500.21999999997195,left,true,true,,,,
alt-numbers,up,b_on_left,60,27,35,80,89,90,63,53,85,64,89,68,421,382,3423.367933327916,left,true,true,,,,
alt-numbers,up,a_on_left,69,86,43,64,70,57,58,29,83,52,85,64,408,352,450.1979999999282,right,false,false,,,,
alt-numbers,up,a_on_left,74,70,53,48,85,69,48,21,62,89,56,89,378,386,683.7399999999906,left,false,false,,,,
alt-numbers,up,b_on_right,34,77,78,33,52,73,61,51,52,81,12,81,396,289,483.545999999903,right,false,false,,,,
alt-numbers,up,a_on_left,35,63,88,80,75,69,47,24,60,53,63,81,368,370,1183.8539999999803,right,true,true,,,,
alt-numbers,up,a_on_right,88,52,43,55,80,45,45,59,72,65,89,79,355,417,850.3740000001623,right,true,true,,,,
alt-numbers,up,a_on_right,42,75,41,67,83,23,80,60,75,75,57,83,383,378,3604.927600000378,left,true,true,,,,
alt-numbers,up,b_on_left,57,46,90,87,83,83,79,48,57,57,77,54,443,375,300.13199999993674,right,false,false,,,,
alt-numbers,up,a_on_right,80,87,56,58,84,84,61,59,27,42,77,49,379,385,3935.4369000002753,right,true,true,,,,
alt-numbers,up,b_on_left,72,28,56,47,80,47,83,28,78,76,77,44,446,270,633.6120000000344,right,false,false,,,,
alt-numbers,up,a_on_right,90,73,75,19,35,69,50,32,44,67,69,45,305,363,767.0039999999806,right,true,true,,,,
alt-numbers,up,a_on_left,63,77,63,33,72,89,78,81,70,89,69,87,415,456,1700.747999999905,right,true,true,,,,
alt-numbers,up,b_on_left,20,53,61,71,87,61,84,51,49,41,33,71,334,348,3309.8437333648117,right,true,true,,,,
seq-bars,up,a_on_left,17,75,36,86,32,87,85,46,72,66,87,66,333,422,650.2859999999637,right,true,true,,,,
seq-bars,up,b_on_right,62,66,50,57,89,72,83,71,35,60,67,23,396,339,500.21999999992556,left,true,true,,,,
seq-bars,up,b_on_right,88,59,52,83,77,85,90,51,76,49,75,67,444,408,583.5899999999674,left,true,true,,,,
seq-bars,up,b_on_left,78,67,44,48,61,77,43,56,54,55,86,74,368,375,400.17599999993104,right,true,true,,,,
seq-bars,up,b_on_left,66,78,56,53,73,87,81,56,48,32,55,46,318,413,316.8060000000754,right,true,true,,,,
seq-bars,up,a_on_left,38,46,74,60,49,61,29,66,79,85,88,54,328,401,466.8719999999738,right,true,true,,,,
seq-bars,up,b_on_left,83,80,57,57,44,81,47,59,56,75,17,52,306,402,350.38020000034015,right,true,true,,,,
seq-bars,up,b_on_left,87,82,59,32,48,84,67,67,50,55,63,81,383,392,350.15400000000363,right,true,true,,,,
seq-bars,up,a_on_left,60,53,55,40,35,85,57,62,86,87,60,52,328,404,500.2199999999722,right,true,true,,,,
seq-bars,up,a_on_right,71,47,80,89,84,72,89,90,57,61,34,70,401,443,833.6999999998835,left,false,false,,,,
seq-bars,up,a_on_right,62,53,75,88,52,77,51,73,78,36,55,57,350,407,533.5679999999003,right,true,true,,,,
seq-bars,up,a_on_left,35,75,42,84,46,37,55,63,48,75,24,72,319,337,350.15400000000363,right,true,true,,,,
seq-bars,up,a_on_left,65,86,67,52,50,58,58,80,62,40,77,84,378,401,2051.211099999863,right,true,true,,,,
seq-bars,up,b_on_left,89,55,76,88,89,34,58,65,85,80,80,42,410,431,416.85000000002333,right,true,true,,,,
seq-bars,up,b_on_left,60,53,55,40,35,85,57,62,86,87,60,52,404,328,1917.509999999823,left,true,true,,,,
seq-bars,up,b_on_right,70,75,24,86,56,66,25,51,80,60,89,51,377,356,1800.7920000001561,right,false,false,,,,
seq-bars,up,a_on_left,83,80,57,57,44,81,47,59,56,75,17,52,402,306,500.2200000000188,left,true,true,,,,
seq-bars,up,a_on_right,88,59,52,83,77,85,90,51,76,49,75,67,408,444,466.87199999995073,right,true,true,,,,
seq-bars,up,b_on_right,31,68,66,83,37,71,79,63,37,44,44,56,356,323,483.82519999993957,left,true,true,,,,
seq-bars,up,b_on_left,67,86,33,31,68,85,82,61,77,81,60,60,421,370,333.4799999999582,right,false,false,,,,
seq-bars,up,a_on_left,67,86,33,31,68,85,82,61,77,81,60,60,370,421,366.8279999999796,right,true,true,,,,
seq-bars,up,a_on_left,67,88,59,68,86,86,81,70,57,51,49,55,454,363,400.1759999998612,left,true,true,,,,
seq-bars,up,b_on_left,75,81,78,42,25,58,51,65,90,70,84,89,449,359,1517.3339999998225,left,true,true,,,,
seq-bars,up,b_on_left,35,75,42,84,46,37,55,63,48,75,24,72,337,319,383.5019999999787,right,false,false,,,,
