block_type,treatment,start_position,setup_a1,setup_a2,setup_a3,setup_a4,setup_a5,setup_a6,setup_b1,setup_b2,setup_b3,setup_b4,setup_b5,setup_b6,total_left,total_right,waiting_elapsed,side_chosen,choice_correct,choice_correct,bonus_block_type,bonus_trial_number_chosen,bonus_trial_correct,bonus_total
sim-bars,down,0,10,30,32,13,25,49,31,17,23,76,58,42,159,247,516.7389999998501,right,true,true,,,,
sim-bars,down,0,63,21,19,32,23,10,68,49,31,28,38,40,168,254,616.7530000000496,right,true,true,,,,
sim-bars,down,0,68,49,31,28,38,40,63,21,19,32,23,10,254,168,683.4289999997709,right,false,false,,,,
sim-bars,down,0,14,60,73,28,41,20,21,51,56,42,17,13,236,200,666.7599999999861,right,false,false,,,,
sim-bars,down,0,36,34,39,19,42,27,16,13,74,16,66,38,197,223,766.7740000001156,right,true,true,,,,
sim-bars,down,0,57,57,22,29,20,43,18,14,36,65,23,56,228,212,666.7600000000325,right,false,false,,,,
sim-bars,down,0,41,59,80,40,16,54,23,24,81,56,67,25,290,276,766.7740000000924,right,false,false,,,,
sim-bars,down,0,19,14,34,56,33,26,58,19,36,22,18,36,182,189,1066.8160000000848,right,true,true,,,,
sim-bars,down,0,51,28,23,39,48,34,25,89,18,17,82,64,223,295,466.73199999991346,right,true,true,,,,
sim-bars,down,0,18,14,36,65,23,56,57,57,22,29,20,43,212,228,416.7250000000233,right,true,true,,,,
sim-bars,down,0,23,24,81,56,67,25,41,59,80,40,16,54,276,290,600.0840000000552,right,true,true,,,,
sim-bars,down,0,23,67,11,16,22,58,46,19,27,48,47,11,197,198,1216.8369999999413,right,true,true,,,,
sim-bars,down,0,27,40,39,16,38,44,13,51,76,20,45,19,204,224,716.7670000000161,right,true,true,,,,
sim-bars,down,0,17,40,13,13,25,38,41,41,28,21,10,11,146,152,1817.0182000000955,right,true,true,,,,
sim-bars,down,0,58,19,36,22,18,36,19,14,34,56,33,26,189,182,550.076999999932,right,false,false,,,,
sim-bars,down,0,25,89,18,17,82,64,51,28,23,39,48,34,295,223,550.0770000000716,right,false,false,,,,
sim-bars,down,0,51,39,30,23,29,79,41,36,45,22,44,36,251,224,400.05600000002903,right,false,false,,,,
sim-bars,down,0,31,17,23,76,58,42,10,30,32,13,25,49,247,159,483.4010000000244,right,false,false,,,,
sim-bars,down,0,46,19,27,48,47,11,23,67,11,16,22,58,198,197,733.4360000000803,right,false,false,,,,
